train_id,comment,sentiment,predicted_sentiment
5fda795a-e2bb-43d4-a977-4cc5853751a0,"Hatimae nimelipa deni la huduma1 😅😅😅
Kabla hujatuma hela uwe unauliza namba ipi haina deni😬😬",-1,0.0
beb3d8dd-dda8-4894-a87e-8ec2d09c4b92,@kiongozi Huu ndo mtandao wanaotumia viongozi wa bongo eti Hawajui kama vifurushi vimebadilika hadi tuwasanue https://t.co/AvpV5xyx5N,-1,-1.0
d18ad07f-b424-42bd-8a1f-0555a1da6bd1,@telecom3_tanzania telecom3 Tanzania boresheni mawasiliano Kata ya Lilahi songea DC mkoa wa Ruvuma... Mara ya kadha mtandao unakata na vifurushi vinaisha pasipo kutumiwa.  Pia ongezeni kasi ya mtandao tunapata shida sana kueza ku access mitandao.,0,0.0
ba24966e-f5a1-48e7-a863-d2e2649cf949,@_Mrc_09 Aseeee. Watu wana kula bia mpwaa asee mwambie achukue moja hapo niko Milmani hap nikfk makongo namtumia halo pesa😆😆😆😆,1,0.0
e9dd963d-c441-45cf-b205-ec84f643eb0d,"Ilivyofika miaka 2005, mitandao ya simu ikaelewa kwamba intaneti ndio muelekeo mpya. Ili kuendeleza ushindani telecom1 wakaanzisha vifurushi vyenye MB, dakika. Fikra ilikua ni kwamba mteja ataanza kutumia intaneti na kuona faida zake na kuelewa thamani yake.",0,-1.0
4f6d4151-d290-487f-906f-12203d2731c8,Maisha bana ukiyazingatia sana yanakuvuruga kama apa natumia app ya telecom1 pesa kwa internet ya telecom5 dadeki.ðŸ˜…,-1,-1.0
3f462a96-e86a-4bcb-9a33-79cd7c221f2d,kwa hiyo @telecom1_TZ mmepunguza bando la usiku 4Gb kuwa 2Gb Ila bei mmebakisha ile ile!  ðŸ‘ŽðŸ‘ŽðŸ‘Ž,-1,0.0
cda395c9-0be4-49d9-95f0-6bc8dc0655a9,"@kigogo2014 @Greyibra10 @JovinNacco ushawekewa namba za simu hapo kwenye bango, unashindwa kujiongeza. Tuma telecom1pesa faster kijana apone cs imani ipo kwako",0,-1.0
86787dce-bea8-448f-8246-636353172cc1,"#TaifaMoja, #TumaPesaBilaMipaka toka mtandao mmoja wa simu kwenda mwingine.
Tembelea https://t.co/vEebS7aaMo https://t.co/EdXePReLyu",-1,0.0
511c2a80-6d34-47de-80e4-406bc5a2da68,@babazubeyyrr Smh huduma1 line kwa rabbit toa nguruwe na farasi hii pande ingine aisee nini huerewi,-1,0.0
ec189d4d-5ec9-43a8-8d93-c6b08bd9eec6,"@MarkMwandosya @bakita_tz @tbconetanzania Habari (kutoka Kiarabu ) ni mawasiliano ya maarifa kuhusu matukio ambayo huwasilishwa kwa watu kwa maneno ya kinywa, kwa maandishi kama vile
magazeti , kwa matangazo ya masafa marefu kama vile redio au runinga , kwa intaneti n.k.",0,-1.0
baea6ae0-e2ac-4b73-b846-248361d8cb2c,"telecom1 nao wawape washkaji wale wawili bando la intaneti la miaka miwili to show them a sign of good faith, mambo ya court sio mazuri bana 😁😁",0,0.0
590ae006-89d8-4fc3-907e-added63c56e7,@MarekaMalili telecom1pesa haipo sawa,0,0.0
5bdda7c1-0781-428e-8c8e-2d9c8bc4101e,@telecom2 Kwanini mtandao wenu kwa sasa kama kasi ya internet imepungua????ðŸ™„,-1,-1.0
11c59f8e-a362-403f-953a-80f42e5fcf4f,"Kutokea chini kabisa ndio chimbuko la vinara wengi ambao wamefanikiwa zaidi duniani kuliko maelezo. 
Pambana, muda wako unakuja. ðŸ“Œ

Piga *149*15# uchague bando uitakayo.
 #PasuaAnga #telecom3 #HamasikaNatelecom3 https://t.co/4WJZufGcSg",0,0.0
f2f988e6-6989-4f6c-8a6b-cdeddc534bfc,@iamKaga No.. huduma1 wameweza sabab wanajua ipo siku utaweka tu hela,0,-1.0
c4d460b1-79f3-492c-bb51-fc216fcf614b,@ChristinaKulwa2 Naomba namba ya telecom1pesa au huduma5 nikutumie,-1,-1.0
b5b74b0e-3e4c-47a7-8cea-308245ba638f,@rollymsouth Unakuta ndugu kafunga safari Mwanza mpaka Mtwara kaja kukuomba mtaji wa laki na nusu..sa si bora hiyo nauli angebaki nkamuongezea muamala ikakamilika pesa ya mtaji wake..sometimes wanazingua sana ndugu...wanakuja kukuchora na mke wako mnaishije..,0,0.0
6b5cc737-37bf-481f-82b6-13682fd73939,@mkandamizaji Mi nilijua tuu telecom1 ni wahuni hata ile wanayoiita 4G yao ilikuwa 3G tuu kwa sababu ipo slow.. labda hii 4G+ itakuwa real 4G tunayoijua kwenye mitandao mingine ðŸ˜Š,-1,-1.0
5895b933-6c95-4f52-ad51-cea3104b8517,@IAMartin_ @SuluhuSamia @earadiofm Mama najua una changamoto nyingi ila kumbuka wewe ni mama kusikia kilio Cha wanao ni jambo la msingi..angalia tena swala la vifurushi kwenye mafuta tumekubali sasa limekuja la vifurushi.Eid Njema ila wengine ni majonzi https://t.co/l18jDsuQYM,-1,0.0
bf74fd95-2c07-4b03-847a-567648f956b4,@telecom3_tanzania mtandao wa kipimbi sana huuu,-1,0.0
af3e7c06-daf9-48b3-9686-c7c89d15cfd5,"@telecom3_Ug Hi kindly block thus line 0756274169 waiswa richard. It has been stolen, and there is money.",-1,0.0
4c0c9a63-2ec1-4618-be16-205c31e1735f,Ili Si Tatizo La Mtu Mmoja Bari Ni La Wateja Wote Wa Mtandao Wa telecom1 Kwa Kupata Vifurushi Visivyo Rafiki Kulinganisha Na Gharama Hivyo Kuna Namna Inabidi Mufanye Kwa Wateja https://t.co/WN336a50Rk,-1,-1.0
12b19675-8af4-4229-a7ee-e37250912d71,@azizsumar Pole..Intaneti ya bila kikomo unatumia hadi kiasi kilichoonyeshwa kwa kasi kamili.Baada ya kiasi ulichopewa kuisha spidi itashuka,-1,-1.0
7119de01-6d1e-4458-9806-ac78a06eda42,@telecom1_TZ @telecom3Tanzania Huduma ya vifurushi navyo ni sawa,0,0.0
3d3096f7-a923-4c37-a31d-6e8dc5722c04,Yaani meseji ya telecom1pesa imekuja nimemlipa mtu milioni 7 na sijawahi fanya hiyo transaction? Ni nini hiko @telecom1_TZ,-1,0.0
72bcc423-f266-4f22-bd55-e19a0e6781a7,"@AD_Abinallah @MarekaMalili Dada Asha Mpesa au telecom1 Pesa?..Ila Inakuja na kwa  msaada wa huduma1.. 

I love this Mastaff🙏🏾..Lets continue to secure our own Bags",-1,-1.0
ad1ca828-590e-4834-a963-412d66e8ca23,@telecom1_TZ Hapana nyie mnakamua sana wateja wenu kwenye swala la bando huu mtandao umekuwa wa hovyo sana.,-1,0.0
756e5849-1c90-402d-994e-b7a0b2b1b595,"@connect_eras @telecom_TANZANIA @DadaUnju Mimi nilishawishika na nihamie @telecom_TANZANIA @TT nikanunue na bundle ya 50k ofisin kwao sm ikasoma 4g nafka hme kama mita 200 kutoka head office yao sim haifungui hata picha siku iyoiyo nikaitoa line yao ipo ktk droo,na wanachokosea wanaongopa.",-1,0.0
9024a410-892d-4e04-9813-d0540def4e4d,"@kiongozi Wakati @kiongozi unaingia wizarani bei za vifurushi;
telecom3 GB28 sh 20k mwezi
telecom5 GB7 sh 5k wiki
telecom2 telecom2 GB 35 Sh 30k mwezi

Miezi michache baadae;
GB 27.5 sh 50,000/- !
KMMKE NJOO TU UNIFUNGE ILA KWAKWELI HUU NI USE***",-1,-1.0
2658674c-13a1-4f80-b60e-4edd1a32dafa,Tunawazazi wapo vijijini wanategemea sisi katika mawasiliano tunawashawishi watumie mtandao wa telecom1 ili iwe rahisi kuwaunga vifurushi lakin Leo  hiyo huduma wameitoa then wanakwambia Pole sasa imekuwa huduma au maumivi naomba kiongozi liangalie mitandao inatuumiza afu bila taarif https://t.co/eVJGmP3dAD,-1,-1.0
75a6df70-e4f8-4efe-9eaa-5145919cb4a4,@brighton_tz12 @telecom1_TZ @Meddykivu1 Nasimama na @telecom1_TZ  naomba muongeze bei vifurushi vyenu bei rahisi sana 😂😂😂,-1,0.0
a7d27775-0f9f-40a8-9db9-b96eac16c0f2,Fanya Kazi Kwa Bidii Mwanao Asije Kujua Menu Ya Nipige Tafu Wala Timiza.,0,-1.0
a6f4ad89-982a-417a-8425-41e53d534848,@nasra_msenga Vifurushi vyake vizuri telecom1 tamuu,1,-1.0
ef6f82ec-f350-42d6-9694-67c5228718a8,"@JamiiForums @telecom1_TZ Maoni yangu kampuni1 waangalie mtumiaji wa mtandao huo tangu ameanza kutumia hadi sasa ili waturudishie kilichozidi maana siyo chao, sheria ifuate mkondo wake tunaumia sisi wa hali ya chini, hatua zichukuliwe kama ni kinyume na sheria za nchi, ila tupewe kwanza mrejesho wetu basiiiii",0,0.0
27cedb2e-ab7a-410b-89ba-4cb0c318b216,"Leo kampuni1 mnasema tuwapigie. Naulizaje,ina maana watendaji wa kampuni1 Hawatumii mitandao hii.? Na kama mnatumia mitandao, je ninyi  vifurushi  mnavyonunua havijapunguzwa.?Dah.  Kweli hÃ¬i bongo akili kichwani kwako. Mungu anawaona",-1,-1.0
0a36c105-564a-4541-b4d6-04e7963e07f8,@telecom3tz Hongereni sana kwa kuwa mtandao wa kwanza Tanzania kuongoza kwenye zoezi la usajili wa alama za vidole,1,-1.0
153364ef-020c-4edb-bf5f-4acf78e91b4b,@telecom3_tanzania tunaomba vifurushi vya mwaka,0,0.0
5ba05dd0-00d9-44c4-80db-4a18084a19c7,"@telecom1_TZ Nipo mwananyamara Dar es salaam, inaonesha 4G lakin hamna kitu",-1,-1.0
333c5226-e245-4318-8006-7d0189dd736a,"@telecom3_tanzania Kwanini mna-restrict idadi ya sms za kutuma kwa siku? It doesn't make sense na ni wizi. Mnampa mtu sms 10,000 na mnamuweka idadi ya sms 300 pekee kwa siku. Ukipiga 300x siku 30 ni sawa na sms 9000. Sasa sms 100 vipi? Yaani unamuuzia mtu bidhaa kisha unampangia matumizi??????",-1,0.0
bdbee54d-cc24-4d76-802c-e5f14583d048,@telecom3_tanzania Mh Waziri @kiongozi ushahidi mwingine wa kuongezeka kwa bei ya  vifurushi ni huu hapa ambao @telecom3_tanzania wemeautoa wenyewe. Vifurushi walivyopost hapo Siku ya Ijumaa vilikuwa tofauti na siku ya kuanzia jana 1/5 @IAMartin_ @MariaSTsehai @fatma_karume @HildaNewton21,0,0.0
566c80b6-c67f-4f01-a4c8-faea9460ad01,"@kiongozi @methodjr mkuu kila mtu anataka kilicho bora kwake, hakuna mtu akiongizinda kuiga kitu kibaya, hili la Uganda ni bora tulichukue hayo ya gharama ya vifurushi huko hakutufai tunatakiwa kufanya kazi kubwa tena kwa wivu mno watanzania wafurahie gharama za chini kabisa ikiwezekana bure.",0,0.0
645f54cb-3193-412c-b32e-85f009e9666a,@telecom2 Mm nina salio kwenye akaunt ya huduma1 ila kila nikihuduma1 naambiwa huduma1 wameshidwa kukamilisha muamala nn tatizo😳,-1,-1.0
95599988-5b64-4544-ae13-6fc541695e6e,@TanzaniaSA @makongoally @255Hub Sasa telecom1pesa inao uwezo wa kukubali kiasi kikubwa hivyo cha pesa ??,-1,-1.0
b4c3ffba-ff70-451e-b1f4-3dbf79039af0,@IAMartin_ Me nikiwa naangalia nimeona ujumbe kwenye screen kuwa wanapandisha vifurushi ila hawakuandika sababu,0,-1.0
ee0d946c-8f23-4a47-bac5-a5e87fe0329d,@LusakoWaKwanza Sawa. mimi niliwwasema wiki iliyopita hapahapa kuhusu m-pesa wakasema wameboresha. Kwa kweli kwenye vifurushi vya internet telecom2 wanaua sana. Mimi hata sichungulii hukoðŸ¤”ðŸ¤”ðŸ¤”,-1,-1.0
dd832606-f948-4de5-b913-2cf0d52e505d,"@eastafricatv Yuko sahihi,hapa bongo unakuta mtoto anazaliwa baba anadaiwa huduma1..",0,-1.0
489d8d92-8f99-488d-be15-7b6137d32afd,"@telecom2 Legezeni kwenye vifurushi vya MB na  GB mnatubana  sana sahii tuko kwa majirani zenu telecom5 kitonga angalien hii mambo mnatupoteza wateja
Asante",0,-1.0
a0496a31-ebaa-418a-aad0-b9a5cf0704c7,@lizyapol @thisistemidayo @telecom2 Hapana hio ni protocol za communication kwamba ukipewa session ni muda wa 60 minutes ten ynaluzimishwa juoomba session nyingune kqenye server sio ishu ya mtandao ni communication protocol hio,0,-1.0
4a4eb36b-6b04-42a4-b6a2-1d3d337187e5,"@telecom1_tz hak ya nani nyie mbona intaneti yenu inazingua,mtanilipa MEGABITE zangu",-1,-1.0
cef9e761-679f-4a81-a28b-f5a7f9b83168,"@telecom1_TZ nyie telecom1 mbona lijimtandao lenu la ovyo sanaaaaa.Kila nkijaza kifurushi si enjoy kabsa,nkiweka mtandao mwingine mambo https://t.co/4SCUK4y6d8 inakatika hovyohovyo tu.Sasa leo nmekopa telecom1 niwezeshe network isipofanya kazi silipi na situmii tena telecom1",-1,-1.0
6bc5e277-e9dd-48d2-ad2f-0b09c4573cff,"@telecom2 Mie line yangu ya telecom2 nmeicha kwa ajili ya kupokelea SMS, calls bas mambo mengi ya muhimu namalizia telecom5,tgo na telecom3 tu,maana vifurushi vyenu ni vya kutuibia tu.",0,-1.0
180ea7a0-8c3c-46bf-84cb-68dcf8814bfb,@dstvtanzania__ mnazngua ku update vifurushi leo shida nn???,-1,-1.0
0fae4edd-6d4e-42e6-a61a-4e584858bad8,"Kuna mshikaji kanitumia sms ""Hi"" Ila nahisi kakosea kutuma ðŸ˜ƒðŸ˜ƒ",0,0.0
56a11e3d-bfd1-4a92-8a0f-bfbd79a40acd,@telecom1_TZ Huduma zenu sio poa kabsa hamna customer care kwa wateja wenu lain yang 4g but haisomi since nimewataarifu imekua wimbo tfdhar sbr !?,-1,-1.0
4b8088fb-69eb-42b8-a665-0bdb48763ff9,"UNAMWESHIMU MDADA WAWATU VIZURI TU, KUMBE ANAKOPAGA huduma1 NA iPHONE",0,-1.0
2305e098-2a15-4f15-8a3c-4570e3961c68,@Kiganyi_ @HecheJohn @telecom2 @kampuni1 Sio hao tu @telecom nao wamebadilisha na kuongeza mara mbili ya vilifirushi ya awali mfano bufee pack kutoka 413 had 900 dkk 100 bila kutujuza wateja hii Hali ya kupandisha vifurushi ni changamoto kwetu sisi watumiaji,1,-1.0
4751c6f9-0fc2-40b0-9dd3-4f8ce43b60ba,@BarakaWaziry @telecom1_TZ @kampuni1 @telecom3_tanzania Kama ulikuwa unatumia vifurushi wanakupunguzia mb na kuongeza bei mfano mimi mara mwisho hadi naamua kuachana nao kama miezi mitatu nyuma nilinunua kifurushi cha internet cha 3000 nikapewa gb moja baada ya masaa mawili kifurushi kimeisha,-1,-1.0
4155d5f9-425b-4dd7-a61c-aff842f77c37,@telecom1_TZ Mpo vizuri sana Kwa mtandao wa 4G,0,0.0
5de2d472-74d5-445e-af8f-ec0427725b97,"@al_itifaaq @Jizzlewantandu Ndugu Mteja, Mabadiliko ya vifurushi ni ya kawaida na yamezingatia gharama halisi za uendeshaji kwa sasa.Kwa taarifa zaidi tembelea tovuti yetu  https://t.co/xDX7pd1uQe  Ahsante kwa kuchagua telecom3 na Endelea kufurahia Huduma zetu.",-1,-1.0
d61aad35-6c1f-4e87-a2fc-99b90945c658,@Kazimotoinc Pamoja na hayo network iliyo bomba ni University promo ya telecom2Com Ndio wana bando zuri la nightÃ°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂ,1,0.0
028e3162-7a19-4102-9474-345bfe937992,@MarekaMalili Ukutumiwa unaipata fresh kama unavyopokea muamala wa M-pesa,0,0.0
e966b834-8377-4bce-835d-1c2187b7a6f2,@MeshackMitimali asante kwa kushirikiana nasi endelea kufurahi ukiwa na mtandao wa telecom1,0,-1.0
dc63a4f7-1faf-429d-b99b-fe18a0baefe1,@gebo05 @telecom2_tz kama unavyo jiunga bando la kawaida la intaneti na sio cheka time coz imeongezwa kwenye list ya vifurushi vya masaa 24,-1,0.0
c003e403-6c48-4082-b442-f7fe970a97e2,@samuelmway @thegreatmsouth @kissaka0 @Jackson_lusn @bboy_D3 @heisbixen Mtandao wa kijasusi,-1,0.0
583f6c11-234c-4334-a905-a88f23c04005,Unapigwa na bei ya vifurushi hujakaa vizuri unapigwa na bei ya petrol!.  Hii nchi mmh.ðŸ’,-1,-1.0
3a68dabe-9257-4320-8333-55bdb18fe858,"@Asimwe_Maregesi Kifurushi cha MB kinaisha kulingana na matumizi yako, ni vyema ukaangalia kama kuna Application zozote ambazo zinafanya kazi bila wewe kufahamu ili uweze kuzizuia na kufanya bando lako likae kwa muda mrefu.",-1,-1.0
a83d8b0a-dcbd-4f98-97ee-1d4fde23a00c,@telecom @telecom mbona tpesa inakataa admi,-1,0.0
377ba7f2-0679-4727-ab5b-af9f2520197e,"@telecom1_TZ telecom1 MIMI NIPO NYASAKA, WILAYA YA ILEMELA, MWANZA TATIZO LANGU NI KUWA MTANDAO WA telecom1 MAENEO HAYA AUSHIKI KABISA, INASOMA 2G TU, UKIWEKA 3G OR 4 G MTANDAO HAUSOMI KABISA, NA TUPO MJINI. TATIZO LENU NI NINI?",-1,-1.0
46deed85-aa95-49d1-9f0b-7212f8f2c20a,"@Gezzy200 hatuna offer ya 30GB kwa siku, Ukinunua laini ya simu unapata 3GB unazoweza kutumia kwa wiki moja,",0,-1.0
d4c2f3a6-4dda-4ad4-99fe-5b290a51fb3b,@telecom1_TZ @Josezila1 Sio kweli nyie ni waongo sana hakuna kitu kama hicho mimi ni mtumiaji mzuri wa mtandao wenu ila for this week nimeacha kabisa kutumia Kwakuwa mnatuibia sana yaani mmefanya mtandao wenu kwa ajili ya watu wenye kipato kikubwa walio na kipato cha chini hawawezi kutumia huduma zenu,-1,-1.0
d8c2896d-2bdc-48a6-b476-7209f610c974,@telecom3tanzania aisee kwanini sipati salio la kifurushi... Hamna ujumbe wa maandishi unaoingia na kwa sauti napata salio la shilingi tu!,-1,0.0
1628d15a-68f4-4cb7-8c58-99347d9b29f3,@VeronicaEvord1 Sina  hela  na nadaiwa  na mamantilie😁😁😁(Nina huduma1),0,-1.0
91ef6af6-8df0-4ce3-985e-513963152341,"@fari26_ Saizi natumia net ya telecom1, wengine wote mafi tu... Ttcl wametoa 4g imekua kama mabwawa ya kule kalobe",1,0.0
c8d55967-1bbf-425b-8f86-ccb9aba07443,@HDiocres Habari asante kwa kutuandikia kupitia ukurasa wetu. Tukiongizinda kukufahamisha kuwa kupitia menyu zetu utaweza kupata vifurushi vya ujazo zaidi kwa thamani ya pesa yako.,0,-1.0
fcf3b6e7-5045-4ac7-9ed1-871fe679e725,@telecom2 Vifurushi vyeni ni vya internet ni ghali sanaaaa na mkinipa ofa basi ni siku tatu msha toa,-1,0.0
00d2b2da-54ec-4315-97c3-5452c2e3b532,@LMjogo Hela unayo kwenye mtandao gani,1,-1.0
c36161b0-d404-4b8e-854d-365103ee49b3,@telecom3_tanzania ukiwa bando la internet network bar inakuwa full halafu kwenye kasi ya internet inakuwa 2G. Bando likiisha network bar inashuka na kasi inakuwa 3G/4G. telecom3 ni nyoko sana https://t.co/pOxaCtRjHK,0,0.0
d2a5ca59-2e61-4cec-b8ec-818bd3027d7b,Sisi ambao hatuna #SaiziYako na wal! hatuna mpango wa #huduma1naMpesa tunapost wapi?,0,0.0
f011e2d8-c527-45ce-ba9d-85b1ddbfe2af,telecom3 internet imekuwa sloooow sana hafu lile bando la 2GB for 1000 kwishney!!! Niende wapi sasa???,0,-1.0
5ae38f95-2043-4ed3-a82c-a108df068b4e,"Hivi @telecom2 mmekuwaje?wamepunguza MB 650 HADI 570
halafu mnatuvizia ukiingia instagram tu ukifungua kitu unaona sms 75% ya kifurushi chako

Ukifungua article yoyote google ndio Basi tena dah

* @kampuni1 tunaomba muwakague ghafla hawa watu sio kwa bei hizi",-1,0.0
8cd7e4d8-cd4c-451c-89cf-784d8479cfb8,@JovianusImara Nishushe bei ya vifurushi,0,-1.0
59de8e6c-ec08-4996-9639-54f38432f93c,"@kiongozi @telecom3tz hawa nao ni majambazi sugu,wamebadilisha bei za vifurushi juu kwa juu",-1,-1.0
35671711-9b9f-47d4-aaad-ca12b2c8c906,"@japho1989Habari.Weka laini yako katika simu laini namba 1 kisha nenda uwanja wa SMS tuma neno ZAWADI kwenda 15300  SMS ni moja tu usirudie kutuma sms nyingine kisha subiri masaa 2 kupata ofa yako.Ndani ya hayo masaa mawili hupaswi kuzima simu,kutoa laini na kubadilisha laini.^ML",0,0.0
4756aeb9-1aa3-44b6-9244-fd0f25ef7b9b,"Habari @telecom2, kuna kijana nimemtumia pesa kutoka mtandao wa telecom1 sasa amepoteza ile laini yake ya telecom2 nataka kufanya reversal. Tunaanzia wapi?",0,-1.0
ca6c7071-79f1-4a21-adbd-9d60a46727e0,@kampuni1 Nasema nyinyi ni mataira kama hamuwezi hata kugundua kuwa kuna mabadiliko ya vifurushi. Fungeni hio offisi tufugie kuku hilo jengo,0,0.0
3722fe1d-5628-4744-9503-25f1dab1a42b,"@Stinafoods Habari. Ahsante kwa kuwasiliana nasi. Tunashukuru sana, endelea kufurahia huduma bora kutoka mtandao Supa wa telecom2.  ^ML",0,0.0
d3d129ca-dcbe-4785-84b1-137ea3e8fc58,"@telecom5 jana mida kama hii Internet Yenu ilizingua Whatsapp Image hazigufunguki wala Facebook...Same thing today 😔 #telecom5 

Je hio ni basi gani? https://t.co/QvgdrWOog2",-1,-1.0
5a071a1a-d3ee-43a6-b084-ba8e91eb71dd,"Leo nmemuona meneja wa telecom1 anasajili laini ya telecom5 maana hata yeye mwenyewe haelewi vifurushi vya telecom1. 

😂😂😂",0,0.0
59ef96db-27d3-4208-845c-41f51d06cb6c,@adamlutta Njoo @telecom5 unapata 250Mb kwa 500 bando la internet kawaida na 500Mb ukijiunga mega bando kupitia huduma4,0,-1.0
855f02f3-0322-4dc6-b473-93dd48ae43e9,@ManenoIzaak Kwangu telecom1 siku hizi umebaki mtandao wa kupokea simu tuu tena kasimu kake kabovu bovu hata batan hazifanyi kazi soon nitawapumzisha mazima,-1,-1.0
281b57df-a905-4603-a50b-e5cc914a55fb,Nafurahi xana kutumia mtandao wa telecom1 maana unavugika kila muda na ndipo ninapoona umuhimu wa mtandao#telecom1 XPRESS YOUR SELF,0,-1.0
b0a2fb59-d0cd-4a1a-a28c-bedade8ddd0e,"kaa kwenye laini kusikiliza ngoma kali,swaga na makilalakila kibao ndani ya Radio 5 kuanzia saa moja asubuhi had... http://t.co/KEmUUQIlcw",0,0.0
9d81f9a3-e2dd-4f7b-9246-4b0dcd91e56d,@telecom1_TZ ila changamoto nyingine ni kwamba wenye simu za kusapot 4G ni wachache mtaliangalia na hilo kwa jicho la pili,-1,-1.0
332ab1b0-b2a3-4508-a7b5-2cea91615204,mtu unachora neno telecom1pesa dukani kwako alafu huna telecom1 pesa,-1,-1.0
37730db4-20e8-4852-b352-b01109dd394b,"@HELBpage Hello HELB, sijapata upkeep yangu na nlitumia huduma5 kuapply...ID 41002477 kindly update me on my status",0,-1.0
6845a8d0-9797-4ce3-8cf6-72c78af1a1c0,@stevpm huduma1 ya Kenya😂😂,1,-1.0
b411b5f3-c7bc-489e-a22e-19b22cf9abb1,@banzifg @Twaha_Mwaipaya @HildaNewton21 @IAMartin_ @John_Pambalu @MariaSTsehai @Ntobi_ @OleMtetezi @HecheJohn @telecom5 Mbona kama ni vifurushi tofauti kabisa mkuu? Icho Cha juu mb ni nyingi kwakua hazina dakika Wala sms while Cha chini kimwchanganya!,-1,0.0
189d40e0-b0d9-4917-bcf9-3d4c06fcaca9,"Asante Sana @telecom3_tanzania 
Nikiongezea hizo pesa napata kabisa bando la bati

Txn Id : ER201001.0239.B23188, Umepokea 33.00 Tshs, kutoka (Jina la Akaunti: AIRTEL MONEY GAWIO LA FAIDA), salio lako ni 402.20 Tshs. Piga *150*60# ufurahie huduma nafuu za telecom3 Money.",1,-1.0
885d1092-42b5-4ddd-98e8-a370894253c8,@telecom2 telecom2 mtandao upo vizuri na ni mtandao wangu pendwa shida ni bando zenu za internet zinaisha ndan ya mda mfupi kweli bila kujua na pia kwa mimi mkazi wa kanda ya kati sipati central offer inayoelewwka naomba mniboreshee ata ilo swala la vifurushi niendelee kuburudika na vidacom,0,-1.0
31381c26-1f4d-438c-8bd2-c50c7a940914,"Hivi vifurushi vya data @telecom3_tanzania imekuwa ni vurugu tupu, siyo kwa kuvipunguza kiasi hiki. Yaani 30K ilikuwa unapata 40GB sasa imekuwa 22GB kweli?!",-1,-1.0
7bc101bd-6f98-4bd9-8c0e-8c2c2e9facac,"@telecom1_TZ Boresheni huduma zenu,hapa Tabora Mjini suala la mtandao wa telecom1 kukosekana siku nzima limekua ni jambo la kawaida..!",-1,0.0
